用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,餐饮消费,衣物消费,住房消费,交通消费,娱乐消费,教育培训消费,医疗保健消费,健身运动消费,旅行度假消费,数字产品消费,宠物消费,图书影音消费,美容护肤消费,线上购物消费,线下购物消费,奢侈品消费,家庭日用品消费,母婴消费,绿色环保消费,慈善捐赠消费
U000241,21,女,合肥,律师,博士,丧偶,14786.67,347.46,1925.99,17060.12,12657.05,0.26,118850.11,1352118.28,34989.72,28726.59,1534684.7000000002,1280673.18,47704.91,34365.14,171941.47,254011.52000000002,0.17,0.0,0,0.0,3396.32,836826.41,平衡,52,2250468.04,0.055,0.072,良,27,0.26,27,15,0.41,67.38,406.21,439.38,947.07,221.2,255.68,1726.96,38.65,444.06,1629.48,629.56,528.04,191.93,280.86,1276.34,547.18,482.97,70.06,10.79,2214.57,316.06
U000242,20,男,合肥,教师,硕士,未婚,7751.32,2228.66,1649.17,11629.15,10494.43,0.1,123420.06,657782.93,284614.54,245479.31,1311296.84,1243616.75,41642.59,7816.96,18220.54,67680.09,0.05,0.0,0,0.0,21908.63,1584693.57,稳健,62,3258623.8,0.05,0.071,良,7,0.24,39,13,0.62,89.2,458.09,41.17,569.52,1336.38,424.83,66.81,431.95,720.53,258.48,1050.09,518.41,1137.4,484.11,69.75,183.67,111.7,1186.9,708.07,559.13,177.44
U000243,34,男,长沙,程序员,高中,离异,16516.02,5837.79,9162.96,31516.77,29910.11,0.05,462342.01,586588.15,246743.79,2977169.17,4272843.12,2699328.6,65233.22,1492974.57,15306.73,1573514.52,0.37,21044.91,12,116926.6,12384.9,329678.21,保守,56,2777290.57,0.033,0.064,良,22,0.64,29,12,0.54,55.96,1255.2,499.76,1872.26,80.4,770.94,1234.51,312.69,8156.91,458.1,272.75,444.41,2862.1,1082.4,1627.44,41.46,68.42,1152.72,3312.79,4227.73,177.12
U000244,33,男,长沙,个体商户,本科,丧偶,12485.81,9695.18,682.37,22863.359999999997,19987.48,0.13,152644.97,2517548.82,70127.88,2461280.07,5201601.74,4844483.62,97621.25,255883.64,3613.23,357118.12,0.07,20103.02,4,18622.71,22169.25,336906.75,保守,50,3548224.14,0.018,0.081,优,6,0.67,34,6,0.61,33.1,589.2,1863.3,374.24,1348.72,109.4,2088.13,1061.05,2161.65,860.51,344.24,2121.74,245.72,307.74,919.78,1104.88,2020.53,174.68,1219.19,1022.55,50.25
U000245,24,女,深圳,律师,大专,未婚,8299.33,3835.57,1857.64,13992.539999999999,11016.64,0.21,128811.77,201050.15,210841.37,494645.31,1035348.6000000001,830090.92,33037.43,38430.36,133789.89,205257.68000000002,0.2,44113.57,0,0.0,22588.26,335765.77,平衡,55,698056.31,0.036,0.109,一般,10,0.55,12,6,0.95,55.68,166.07,1862.11,470.81,578.42,1717.74,216.58,740.32,260.74,931.48,91.13,1349.44,112.92,180.59,645.51,228.9,428.56,268.94,620.29,118.55,27.55
U000246,32,女,宁波,教师,本科,未婚,12063.49,13079.86,119.81,25263.16,17845.49,0.29,136459.64,1710700.43,139228.81,1871728.18,3858117.0599999996,2442698.57,5009.04,1328190.08,82219.37,1415418.4900000002,0.37,153509.03,7,147465.37,3013.68,1072363.06,激进,68,1271566.0,0.058,0.096,差,20,0.66,8,10,0.42,79.51,484.25,873.3,249.81,595.09,693.7,80.27,1188.87,2929.54,223.5,1236.97,1484.17,738.22,1640.06,718.25,954.0,10.02,1598.11,1470.48,53.18,623.71
U000247,29,男,郑州,学生,硕士,离异,13632.24,10068.4,1409.26,25109.899999999998,15232.82,0.39,12515.89,1859405.53,62028.08,118198.16,2052147.66,1624673.36,46277.77,365318.6,15877.93,427474.3,0.21,27511.1,7,44492.21,4352.95,408770.66,保守,51,1571287.86,0.046,0.119,良,14,0.69,21,4,0.49,71.83,453.85,1567.31,822.49,568.05,1040.8,1300.76,397.46,419.67,317.63,2215.29,777.78,56.57,1294.05,426.47,46.38,519.5,351.5,1368.4,148.55,1140.32
U000248,51,女,厦门,医生,大专,已婚,19213.87,6854.57,2058.17,28126.61,17636.42,0.37,743319.32,3508735.78,400725.9,2088834.15,6741615.15,5294450.59,33811.5,1309058.67,104294.39,1447164.5599999998,0.21,36709.09,20,906.4,30706.3,139969.84,积极,56,734480.88,0.06,0.116,良,4,0.17,18,6,0.47,35.08,702.31,48.35,3073.63,618.77,295.93,545.64,1679.65,313.13,184.27,118.98,304.45,1303.78,549.24,222.21,156.47,348.31,2421.12,361.7,3816.8,571.7
U000249,40,女,苏州,自由职业,硕士,离异,21440.22,5707.06,4482.71,31629.99,29030.06,0.08,190302.55,2343866.78,40007.99,2917665.6,5491842.92,5100146.87,51771.78,251649.06,88275.21,391696.05,0.07,101058.51,13,114048.67,26227.32,1587117.2,积极,50,3928681.84,0.031,0.065,差,29,0.84,19,4,0.69,41.42,7256.37,90.73,179.23,2246.37,583.43,359.02,70.77,38.93,2624.88,254.44,1111.35,1641.06,985.6,48.43,2696.79,18.63,2529.1,3943.88,999.49,1351.57
U000250,20,女,郑州,个体商户,硕士,离异,10971.36,3574.32,391.43,14937.11,15804.45,-0.06,2090.28,1723310.25,365184.32,187128.91,2277713.7600000002,2079209.82,36409.97,83164.03,78929.94,198503.94,0.09,0.0,0,0.0,16667.27,1176618.01,保守,63,4482498.11,0.06,0.067,差,29,0.55,12,13,0.97,80.13,372.6,283.41,1255.59,1289.83,235.23,548.82,1503.88,1880.81,408.86,346.64,187.81,1834.45,88.59,498.47,190.89,188.06,298.44,3862.88,32.5,496.71
U000251,59,女,南京,个体商户,本科,丧偶,21282.19,4847.06,345.08,26474.33,26648.09,-0.01,561547.92,2671881.12,348735.71,1936000.61,5518165.36,4654842.34,43903.56,683206.16,136213.3,863323.02,0.16,50857.61,37,142766.74,31725.15,24674.77,激进,52,3399788.26,0.056,0.084,一般,18,0.88,2,6,0.91,40.78,361.3,459.01,109.77,435.87,4099.47,3492.82,491.97,1020.61,2899.66,7.48,2007.94,3575.5,115.54,212.43,3906.14,930.41,17.25,359.41,721.14,1424.35
U000252,47,女,合肥,退休人员,大专,已婚,8836.12,2185.48,5726.12,16747.72,16727.07,0.0,626955.58,901221.48,104762.78,2244870.75,3877810.59,3733843.09,100657.3,9630.46,33679.74,143967.5,0.04,98344.65,3,10476.22,23744.4,1049923.98,稳健,70,1797531.17,0.032,0.071,优,5,0.66,6,15,0.43,91.65,810.19,3303.27,207.89,473.85,467.38,319.07,113.65,2325.68,1177.15,423.04,566.92,158.11,481.29,728.15,443.97,2841.92,579.57,284.3,907.06,114.61
U000253,49,女,大连,市场营销,本科,丧偶,13110.9,5187.04,9022.73,27320.67,21976.64,0.2,495201.53,2154254.02,434181.0,498378.4,3582014.9499999997,2916687.11,43382.59,566592.81,55352.44,665327.8400000001,0.19,68430.38,18,35217.02,16836.24,1521067.19,积极,50,774754.1,0.048,0.06,一般,18,0.73,1,3,0.45,81.47,675.24,1818.31,790.73,1887.23,1026.28,500.08,1983.59,325.13,303.52,838.76,361.04,10.9,1248.2,854.76,704.41,4073.56,1011.45,2378.14,179.39,1005.91
U000254,41,女,郑州,企业管理,大专,未婚,12661.62,7415.7,8901.52,28978.84,31868.68,-0.1,579961.51,2870022.69,332539.14,1135307.09,4917830.430000001,4310179.65,7555.88,534043.85,66051.05,607650.78,0.12,20035.47,14,130581.23,12978.41,1670842.32,平衡,54,615561.92,0.016,0.092,优,30,0.66,7,11,0.62,74.6,2656.48,1147.87,1660.82,610.44,127.27,803.33,658.17,2647.37,366.97,4464.93,4163.38,373.29,561.25,2963.88,4460.52,768.79,507.9,979.71,1527.15,419.15
U000255,36,女,福州,退休人员,硕士,已婚,14803.59,19391.95,7358.13,41553.67,39017.43,0.06,154148.71,1356701.2,369602.32,2381881.13,4262333.359999999,2622913.97,42496.74,1408627.13,188295.52,1639419.39,0.38,95224.38,10,128565.0,27880.25,1468555.49,积极,59,3232282.14,0.046,0.112,优,28,0.56,32,1,0.39,81.79,878.41,763.85,1360.18,778.92,430.03,745.79,7421.9,1066.48,1184.81,1730.69,8247.13,556.98,2302.97,2535.14,1882.68,186.8,2275.29,133.41,1826.13,2709.84
U000256,44,男,青岛,企业管理,硕士,丧偶,15228.81,4818.03,2116.41,22163.25,21645.21,0.02,488211.38,286181.81,217446.7,2147295.47,3139135.3600000003,1543042.15,22112.47,1393451.04,180529.7,1596093.21,0.51,153261.76,7,107876.25,22108.97,1903007.76,稳健,53,3494643.66,0.056,0.098,良,15,0.17,10,7,0.95,79.81,379.94,2954.83,49.43,2977.17,989.01,393.45,230.28,4913.3,120.97,355.99,685.38,1552.48,1261.96,215.29,548.56,437.42,385.18,849.16,1952.23,393.17
U000257,30,女,青岛,医生,本科,已婚,10077.89,1753.61,178.28,12009.78,11652.98,0.03,562326.39,1861544.38,58053.11,183868.51,2665792.3899999997,1025439.76,93866.33,1431102.93,115383.37,1640352.63,0.62,335.7,0,88508.97,5505.87,776291.06,积极,63,1938393.45,0.028,0.101,差,25,0.2,38,7,0.37,30.6,2091.14,1725.67,898.13,154.3,39.3,212.59,173.1,393.29,838.85,1090.06,1039.43,248.66,648.33,209.28,35.05,674.49,5.51,293.54,222.87,659.4
U000258,22,女,成都,程序员,博士,丧偶,7606.38,729.35,1330.7,9666.43,9672.67,-0.0,365542.74,1257648.65,154445.71,495167.56,2272804.6599999997,1920524.87,11605.62,199369.72,141304.45,352279.79000000004,0.15,0.0,0,0.0,18730.14,753417.25,平衡,60,1187160.05,0.046,0.111,差,29,0.75,3,5,0.9,77.28,614.98,153.39,706.31,147.25,250.13,549.34,499.54,1849.64,107.93,459.35,398.06,1043.49,71.94,589.61,355.39,135.87,272.18,171.84,366.35,930.09
U000259,41,男,杭州,企业管理,硕士,已婚,22045.03,15154.28,3910.63,41109.939999999995,35515.79,0.14,200958.31,2123947.76,97546.09,2568756.66,4991208.82,4592426.53,51977.96,196351.03,150453.3,398782.29,0.08,116076.74,1,127471.46,22919.68,915065.0,保守,55,3097208.34,0.032,0.089,优,28,0.22,6,6,0.81,30.59,1602.79,115.1,580.93,1484.26,813.94,439.62,1537.23,854.26,654.28,1366.61,313.48,5758.32,4432.76,2694.9,246.08,3277.53,3616.07,3199.61,265.17,2262.87
U000260,33,男,宁波,科研人员,博士,已婚,17675.33,3592.66,524.72,21792.710000000003,23757.07,-0.09,409561.62,1572489.83,484863.49,1880917.64,4347832.58,4201808.96,46863.3,50989.24,48171.08,146023.62,0.03,97725.18,11,89423.32,5157.36,1490400.47,保守,52,3999788.65,0.053,0.099,差,8,0.61,28,11,0.31,37.58,2898.24,1388.43,1676.03,988.52,1212.8,56.4,1642.44,136.96,920.48,558.19,1271.03,230.86,1896.72,2554.97,287.54,177.6,253.52,3380.09,1211.03,1015.22
U000261,27,男,大连,个体商户,大专,未婚,14285.84,15886.87,362.19,30534.899999999998,25713.31,0.16,367420.09,1019092.72,285711.55,49720.63,1721944.99,1374520.1,6603.82,181776.1,159044.97,347424.89,0.2,36977.97,5,2961.96,15625.29,1072833.58,激进,66,2698534.68,0.036,0.095,差,22,0.76,7,6,0.98,88.34,2327.78,2024.75,1130.75,89.97,137.06,58.13,342.23,167.59,346.21,558.94,3292.77,1083.53,2071.08,1424.39,137.2,1530.63,369.83,1171.59,479.33,6969.55
U000262,47,男,上海,律师,高中,已婚,15070.5,782.86,5750.81,21604.170000000002,20012.38,0.07,67622.12,860147.62,376534.37,253830.98,1558135.0899999999,899053.71,17959.27,447866.88,193255.23,659081.38,0.42,34320.64,21,12.83,10250.46,1892429.23,稳健,66,4570787.81,0.025,0.092,一般,4,0.56,10,11,0.72,63.19,221.77,237.27,1934.76,18.09,864.83,936.73,1312.26,2658.08,2691.83,48.94,1250.55,753.44,755.56,99.58,761.43,2932.0,1760.38,419.2,29.55,326.13
U000263,49,男,重庆,退休人员,大专,离异,19422.73,19148.46,6021.44,44592.630000000005,31572.47,0.29,283661.48,443297.8,311156.37,223078.98,1261194.6300000001,470054.0,37735.17,572673.47,180731.99,791140.63,0.63,80011.88,2,141711.07,23475.44,1880398.66,积极,54,2911569.44,0.014,0.104,差,20,0.66,6,11,0.69,72.11,1127.33,103.9,1020.49,1160.46,4837.37,1878.37,684.61,1365.9,125.27,6592.09,818.28,1191.24,804.65,2103.19,1989.69,2303.16,572.25,695.34,245.31,1953.57
U000264,21,女,福州,自由职业,博士,未婚,14828.51,387.62,249.24,15465.37,10129.74,0.35,279668.08,135216.69,320088.74,181409.74,916383.25,657277.98,30683.6,54650.6,173771.07,259105.27000000002,0.28,0.0,0,0.0,25760.46,444451.14,保守,53,4022301.28,0.016,0.092,良,28,0.35,31,3,0.67,75.53,19.55,438.32,981.04,1066.24,286.96,296.01,38.56,534.83,828.88,135.07,263.31,878.73,1009.28,134.13,385.01,102.93,51.73,1165.22,826.86,687.08
U000265,32,女,苏州,市场营销,本科,离异,8589.74,3613.45,8060.85,20264.04,19026.03,0.06,489023.39,1434346.41,441010.57,1207953.78,3572334.1499999994,2978887.58,67523.35,388591.55,137331.67,593446.5700000001,0.17,142644.53,10,18955.25,11212.5,1470844.75,积极,51,4632987.4,0.042,0.082,良,24,0.3,38,13,0.79,41.9,1192.91,144.53,2132.11,1317.54,311.57,314.62,307.23,88.55,1337.04,2768.04,26.63,75.8,1283.02,2582.84,596.86,649.01,1368.66,483.53,40.69,2004.85
U000266,27,男,重庆,个体商户,博士,离异,11115.93,18949.09,813.03,30878.05,23355.18,0.24,51380.14,186765.94,364976.52,472433.47,1075556.07,898220.11,17171.77,11482.3,148681.89,177335.96000000002,0.16,110831.95,3,121252.04,300.52,1896793.37,稳健,66,4695986.38,0.017,0.09,优,21,0.9,34,3,0.58,70.06,1093.53,967.48,1506.44,1251.65,256.56,483.69,150.02,154.81,1254.96,2177.08,3661.15,1101.58,226.44,124.27,1865.11,962.18,1071.85,1692.55,1352.17,2001.65
U000267,38,男,苏州,制造业工人,硕士,未婚,14216.49,13490.44,8819.31,36526.24,31476.79,0.14,153046.63,217854.88,419704.47,1541053.45,2331659.4299999997,1501744.15,120012.93,634083.4,75818.95,829915.28,0.36,74656.74,3,50693.79,21322.58,1663452.81,平衡,53,1805291.33,0.034,0.076,优,0,0.69,36,12,0.45,49.81,1885.5,695.13,5842.14,62.66,1598.15,335.71,2295.94,356.59,494.71,1257.04,4540.35,438.51,287.12,2622.76,1279.96,4475.49,292.24,1913.81,488.68,314.29
U000268,41,女,成都,医生,本科,丧偶,18469.69,5967.01,1071.64,25508.339999999997,19765.41,0.23,512927.85,1226307.67,4431.87,1292411.45,3036078.84,2036656.14,26075.87,793644.84,179701.99,999422.7,0.33,82143.81,15,1036.57,24853.16,500269.51,保守,65,2279114.72,0.025,0.086,一般,5,0.53,8,3,0.99,72.66,964.71,755.38,1179.08,310.57,498.34,436.13,3472.99,289.92,292.97,367.2,697.38,243.89,2070.42,259.01,1896.87,91.61,896.39,1991.98,155.02,2895.54
U000269,49,男,杭州,医生,本科,未婚,19773.29,2213.31,2849.0,24835.600000000002,16561.38,0.33,332634.06,1142686.61,15803.27,1998614.46,3489738.4000000004,1713244.76,140359.62,1439548.28,196585.74,1776493.64,0.51,23758.46,15,82518.55,27753.76,1428641.92,稳健,60,3879904.58,0.049,0.084,优,23,0.84,12,4,0.38,37.01,1443.54,458.73,266.62,462.66,124.77,198.51,141.28,702.66,2028.89,194.81,178.45,1317.89,280.68,131.26,233.28,3288.89,2201.98,558.55,1363.09,984.85
U000270,41,男,西安,教师,大专,丧偶,15991.4,8593.3,5970.87,30555.569999999996,18456.01,0.4,340937.04,860781.28,41307.45,1286855.81,2529881.58,1317111.73,81524.94,1093872.86,37372.05,1212769.85,0.48,56227.77,3,129625.02,32114.5,494708.74,保守,63,1392856.07,0.045,0.109,一般,22,0.68,19,5,0.43,85.57,715.66,726.63,627.25,195.86,25.19,384.9,1402.95,533.54,1130.71,3027.52,113.11,745.06,710.13,2475.1,2684.5,734.67,176.75,1014.3,71.66,960.54
U000271,58,男,重庆,医生,本科,丧偶,18943.4,8526.06,6164.67,33634.13,21709.75,0.35,44840.72,1588459.04,153222.97,1899929.93,3686452.66,3047929.84,38416.99,504266.78,95839.05,638522.8200000001,0.17,101972.74,3,45643.5,10069.8,561111.88,平衡,61,3702135.2,0.022,0.114,一般,5,0.13,1,10,0.45,60.68,1050.71,593.28,607.48,392.02,1514.95,2902.86,2981.32,202.66,2191.56,1410.74,307.49,73.48,329.12,2566.49,1058.0,1346.91,313.6,1340.62,30.09,496.38
U000272,27,女,厦门,个体商户,硕士,已婚,15698.73,13378.95,1365.92,30443.6,29994.0,0.01,74275.61,847336.46,405017.62,371466.01,1698095.7,1468255.75,61246.75,120942.76,47650.44,229839.95,0.14,55189.39,4,57607.4,24930.15,260970.81,激进,69,1041594.56,0.039,0.115,良,20,0.75,12,14,0.95,34.87,1083.46,173.63,1903.72,294.55,1161.35,571.16,996.54,124.97,18.75,2641.95,345.43,1883.25,8068.38,261.14,338.74,1195.31,3699.77,2720.68,768.38,1742.84
U000273,21,女,宁波,科研人员,博士,未婚,10410.77,2091.06,1423.21,13925.04,14562.71,-0.05,387271.13,1734480.47,280173.03,173669.77,2575594.4,2392462.57,33673.11,125972.93,23485.79,183131.83,0.07,0.0,0,0.0,24494.04,1007738.86,稳健,50,1251208.08,0.024,0.118,差,9,0.14,36,1,0.86,75.1,210.61,1124.28,315.73,61.48,278.25,2646.14,659.86,357.45,121.0,2843.89,1142.18,219.57,48.25,38.72,85.2,577.45,1754.76,456.11,1229.62,392.16
U000274,52,男,南京,退休人员,高中,已婚,17502.45,11249.97,3902.47,32654.89,29507.26,0.1,169678.17,12961.97,285948.99,1776338.27,2244927.4,748062.67,1364.64,1392940.95,102559.14,1496864.7299999997,0.67,100763.55,23,78760.98,10801.4,440672.66,稳健,58,2984679.14,0.019,0.063,优,7,0.33,20,4,0.96,48.05,1669.56,1782.35,258.78,606.88,1373.27,99.28,607.56,1036.25,7554.63,871.3,2292.6,766.07,2155.06,1225.28,2947.52,716.61,1255.37,1346.35,731.5,211.03
U000275,23,女,大连,市场营销,大专,丧偶,11564.51,3163.41,1944.44,16672.36,12709.02,0.24,501606.75,1900570.73,132019.09,66805.8,2601002.3699999996,2258730.81,86240.23,58979.07,197052.26,342271.56,0.13,125191.06,0,0.0,5898.62,1930454.93,稳健,55,1651942.45,0.011,0.099,一般,27,0.72,37,3,0.81,74.73,180.59,1012.2,293.1,536.0,134.77,2441.36,1449.77,1515.0,396.83,1092.05,118.05,6.58,15.33,671.29,461.82,554.64,5.69,417.49,962.16,444.3
U000276,35,男,苏州,科研人员,硕士,未婚,16467.76,12596.01,8582.21,37645.979999999996,30031.39,0.2,289936.34,2006982.74,216951.78,445002.57,2958873.4299999997,2065572.82,57480.83,743941.76,91878.02,893300.61,0.3,163119.6,2,28328.99,14960.81,1458959.98,激进,70,1769199.11,0.026,0.113,良,26,0.42,38,6,0.35,34.68,1879.45,378.42,2392.71,1266.36,337.62,385.32,1410.66,2527.07,766.3,426.23,2877.82,1578.27,847.82,954.62,325.91,1405.96,633.8,7754.75,933.28,949.02
U000277,46,女,杭州,律师,高中,离异,19641.94,12065.87,3778.75,35486.56,21659.5,0.39,628187.31,2519371.0,322241.06,131220.13,3601019.5,3411834.36,35264.7,125393.32,28527.12,189185.14,0.05,125476.88,0,118860.07,317.59,1583321.39,激进,67,3812591.8,0.027,0.102,优,6,0.21,18,14,0.87,49.98,1898.84,705.97,1492.6,1038.5,797.88,251.35,733.75,332.01,2898.8,480.83,3579.97,896.2,1174.98,921.38,163.05,554.66,122.87,1147.86,696.88,1771.13
U000278,18,男,上海,制造业工人,大专,已婚,11985.85,514.08,593.48,13093.41,11204.96,0.14,401512.02,269486.55,456083.48,12000.43,1139082.48,941800.61,36733.65,29475.3,131072.92,197281.87,0.17,0.0,0,0.0,18157.22,1803229.3,积极,65,1263015.78,0.016,0.066,一般,30,0.33,4,10,0.38,90.02,129.55,93.53,271.23,1358.48,644.65,282.38,378.84,45.76,2170.03,571.05,174.79,458.49,60.31,1756.39,99.93,543.16,146.5,657.64,780.13,582.1
U000279,42,女,杭州,教师,本科,已婚,18984.31,3004.4,6672.73,28661.440000000002,21518.49,0.25,588645.03,1079995.62,51961.28,2748703.07,4469305.0,2819166.32,88672.05,1399322.75,162143.88,1650138.6800000002,0.37,142261.34,2,118328.42,28091.88,1956098.84,稳健,70,1159650.9,0.017,0.087,差,25,0.73,15,2,0.38,57.78,92.61,454.46,322.77,5003.28,557.89,1491.77,1305.45,269.57,308.88,373.54,598.88,301.96,22.45,2392.18,3811.24,472.62,467.37,8.05,1289.51,1974.03
U000280,33,男,天津,市场营销,硕士,已婚,15353.95,8476.64,6934.21,30764.8,24826.34,0.19,499906.0,883682.63,401070.46,1961862.67,3746521.76,2990586.51,28525.34,627989.45,99420.46,755935.2499999999,0.2,106754.13,8,80431.88,6880.42,167235.44,保守,63,2871256.75,0.049,0.109,优,7,0.66,15,11,0.3,94.6,169.62,186.12,1670.22,1024.86,49.11,1042.45,395.34,492.19,1571.21,1782.16,547.19,3146.0,558.14,1581.04,707.67,2437.54,2550.06,97.87,2949.4,1868.14
U000281,61,男,杭州,公务员,大专,未婚,18374.95,16975.03,8667.73,44017.70999999999,44436.11,-0.01,268174.53,583767.98,426656.1,2915458.8,4194057.4099999997,3507718.87,157028.07,363746.11,165564.36,686338.54,0.16,11173.13,8,17585.37,26648.4,286153.16,稳健,50,3632551.4,0.031,0.063,优,3,0.63,2,15,0.89,86.58,3561.58,4133.56,743.29,6624.98,111.39,353.71,1679.74,1867.57,2256.38,37.27,7030.28,99.34,336.24,30.74,1822.18,5863.15,2387.91,3766.96,29.12,1700.72
U000282,24,男,重庆,医生,本科,未婚,14577.59,748.59,364.85,15691.03,15248.21,0.03,403977.85,1536840.64,149753.85,205761.24,2296333.58,1967945.77,33059.03,156279.38,139049.4,328387.81,0.14,57353.81,0,0.0,17474.76,1208347.2,激进,55,2764829.4,0.011,0.11,差,21,0.86,29,8,0.94,62.62,504.03,566.04,61.39,944.7,573.03,1186.66,543.98,132.52,855.8,154.97,1686.3,777.81,140.08,2685.8,598.38,62.0,807.38,239.13,1333.5,1394.68
U000283,58,男,广州,律师,博士,未婚,19604.86,14862.69,4004.02,38471.57,24160.08,0.37,345216.04,3207769.37,487993.7,1815250.21,5856229.32,4709289.45,12816.73,1038639.89,95483.25,1146939.87,0.2,130539.99,25,124088.05,6164.43,1606678.52,平衡,70,2408998.5,0.023,0.066,良,11,0.58,10,0,0.47,40.58,942.22,2174.01,220.62,1229.11,1226.82,145.52,840.32,2979.72,3010.38,162.26,147.65,473.14,3225.51,214.25,1976.31,165.59,1515.08,683.37,2414.95,413.24
U000284,36,男,合肥,学生,硕士,丧偶,16444.32,4806.7,850.39,22101.41,19561.1,0.11,29617.2,2762183.13,241903.5,144146.7,3177850.5300000003,2507463.18,11371.73,462907.29,196108.33,670387.35,0.21,150335.89,6,75032.41,9685.75,781282.61,激进,61,4882328.34,0.045,0.066,优,13,0.82,32,3,0.65,80.38,931.88,245.69,1143.16,1891.22,123.95,1841.35,823.02,124.27,509.9,160.31,1101.62,1300.24,102.22,644.91,1540.61,2515.1,658.67,2743.54,701.3,458.14
U000285,28,男,杭州,制造业工人,硕士,未婚,13527.3,13647.48,157.51,27332.289999999997,24953.73,0.09,552634.61,555768.19,107823.6,340729.87,1556956.27,1199630.59,14931.44,143710.91,198683.33,357325.68,0.23,100323.98,5,91310.84,14861.35,1537272.43,保守,64,4034083.36,0.027,0.082,良,27,0.85,2,12,0.47,94.81,1042.5,1100.44,3062.99,2912.01,843.68,661.96,1105.62,1388.6,444.53,2579.27,1088.22,663.79,184.45,445.62,4868.13,594.32,302.0,1008.15,599.0,58.44
U000286,50,女,大连,科研人员,大专,丧偶,21607.35,10942.72,9689.47,42239.54,41847.67,0.01,69734.15,329398.98,156859.35,2802167.91,3358160.39,2841097.89,24220.87,420175.98,72665.65,517062.5,0.15,17845.85,5,106598.25,16125.94,1972286.62,平衡,58,3934158.66,0.032,0.115,一般,3,0.88,15,1,0.55,48.63,1032.36,2077.69,2122.18,1166.27,1568.37,8906.72,1253.14,790.11,737.99,1618.92,3769.51,610.1,3267.83,56.54,1435.97,3955.69,1093.99,2194.1,606.74,3583.46
U000287,32,男,长沙,学生,硕士,已婚,15322.04,10118.85,2628.27,28069.16,29129.28,-0.04,423184.46,1613595.68,321933.39,2223127.68,4581841.21,3320490.96,27909.11,1231852.55,1588.59,1261350.2500000002,0.28,170611.96,4,56373.25,16875.96,1707658.38,积极,57,2247003.5,0.033,0.066,一般,14,0.47,34,14,0.38,41.72,510.94,1507.61,451.98,2778.16,159.16,231.15,798.48,100.49,256.4,3383.18,4408.24,554.83,3018.12,925.15,369.51,1424.63,1264.28,5314.5,361.97,1310.52
U000288,23,男,南京,企业管理,高中,离异,11856.74,4982.19,972.59,17811.52,16941.35,0.05,252396.32,598506.38,19141.17,77870.56,947914.4299999999,710716.95,45116.88,128043.28,64037.32,237197.48,0.25,6264.65,1,0.0,21749.55,1579118.26,积极,65,1460393.74,0.021,0.061,差,24,0.65,17,8,0.74,35.43,42.75,96.54,3.14,6021.69,1297.03,1236.44,570.38,285.49,131.24,268.08,377.34,1129.77,620.79,64.54,14.56,86.39,422.89,2165.31,811.78,1295.22
U000289,40,女,北京,医生,硕士,已婚,9465.37,3681.57,537.42,13684.36,14334.07,-0.05,299974.01,2890097.31,148452.49,595815.93,3934339.7400000007,2982348.19,122452.41,722437.88,107101.26,951991.55,0.24,156771.48,13,53203.86,22172.85,778275.93,积极,50,3024087.99,0.055,0.072,一般,23,0.63,19,4,0.53,94.11,100.71,1831.75,1341.68,161.56,630.18,586.5,861.11,2564.92,760.95,681.99,45.32,57.03,182.08,28.97,1193.75,1127.81,128.36,1587.25,147.6,314.54
U000290,24,男,宁波,科研人员,硕士,丧偶,11211.6,1314.01,1444.57,13970.18,15285.04,-0.09,509394.82,1885987.55,317146.53,319458.2,3031987.1000000006,2818867.45,56680.95,7297.19,149141.51,213119.65000000002,0.07,37531.39,2,0.0,4517.95,755113.14,积极,61,1443933.86,0.02,0.101,一般,30,0.11,23,0,0.51,49.95,315.22,512.71,323.59,739.04,576.06,4745.27,63.36,168.84,59.75,1082.3,61.71,1993.32,789.71,824.24,907.84,206.22,242.49,422.68,991.02,259.68
U000291,34,男,苏州,市场营销,博士,未婚,12755.86,8516.98,9740.7,31013.54,23815.71,0.23,592863.27,1238823.63,186560.74,1658260.72,3676508.36,2946494.98,19193.54,653814.25,57005.59,730013.38,0.2,131921.12,10,65624.05,8554.1,1240752.98,平衡,53,4979134.5,0.05,0.066,差,20,0.11,26,3,0.65,78.86,176.42,190.51,1447.02,1246.13,1847.97,3355.7,1425.2,205.08,337.69,2234.95,284.27,91.13,1470.65,623.43,3057.86,1271.63,114.72,3575.36,362.11,497.86
